bank,quarter,call_type,call_date,position_in_call,section,speaker_role,speaker_name,speaker_institution,text_length,text,utterance_id,is_routine_earnings,new_exchange,qa_exchange_id,is_filler
JPM,2024-Q4,earnings,2025-01-15,61,qa,analyst,Ebrahim H. Poonawala,Bank of America,10,Thank you.,60,True,True,23,True
JPM,2024-Q4,earnings,2025-01-15,62,qa,operator,Operator,,100,Thank you. Our final question comes from Gerard Cassidy from RBC Capital Markets. Your line is open.,61,True,False,23,True
JPM,2024-Q4,earnings,2025-01-15,63,qa,analyst,Gerard Cassidy,RBC Capital Markets,32,"Hi, Jeremy. Hi, Jamie. Jeremy...",62,True,True,24,True
JPM,2024-Q4,earnings,2025-01-15,64,qa,management,Jeremy Barnum,,21,"Good morning, Gerard.",63,True,False,24,True
JPM,2024-Q4,earnings,2025-01-15,65,qa,analyst,Gerard Cassidy,RBC Capital Markets,589,"...you mentioned in your comments about the overall Firmwide deposits have stabilized in the second half. You could see some growth and you're very – I think you said you started to see maybe some of that in the consumer checking deposits. We noticed in the industry data from the regulators, household checking deposits pre-pandemic for the industry were running about $1 trillion. Now, they have remained elevated post-pandemic at $4 trillion. Can you – based on what you're seeing in your customer base, what can you attribute the strength to in this consumer checking account deposits?",64,True,True,25,False
JPM,2024-Q4,earnings,2025-01-15,66,qa,management,Jeremy Barnum,,1125,"That's fascinating, Gerard. I’ll have to take a look at that data. I don't actually recognize those numbers. But I can speak for ourselves, which is that when we look at the encouraging growth that we see in our checking franchise, it's a couple of things. So, of course, there was some excess, and there was some yield-seeking behavior. So you did see people moving money out of checking into higher-yielding alternatives over the course of the last couple of years in the rate cycle. It feels to us as if we're in the final innings of that. We're just not seeing nearly as much yield-seeking pressure as we had seen. In the meantime, as you well know, we are aggressively engaging with clients and acquiring all the new clients and deepening in a lot of different markets as part of our branch expansion strategy and the deepening in all of those markets. So the combination of the tail-end of the yield-seeking flows and excellent client engagement and success in the sort of organic build out of that franchise is starting to show up in checking account growth, which we see as a very healthy indicator for the franchise.",65,True,False,25,False
JPM,2024-Q4,earnings,2025-01-15,67,qa,analyst,Gerard Cassidy,RBC Capital Markets,681,"Very good. And then as a follow-up, circling back about the capital levels, you guys have been very clear about where you want them to be. Can you share the pros and cons from JPMorgan's perspective? Not so much from an investor, but we understand, of course, you can do a share repurchase. Obviously, you can do non-depository acquisitions with the excess capital. But what are the pros and cons of a special dividend to reduce that excess capital if you continue with these incredible profitability levels of 20% return on tangible common equity? You're growing your income and capital very nicely every year. But what are those pros and cons, again, from JPMorgan's perspective?",66,True,True,26,False
JPM,2024-Q4,earnings,2025-01-15,68,qa,management,Jeremy Barnum,,119,"Yeah. So, we made some public comments on this at a conference some time back. So he'll – he wants to go. So, go ahead.",67,True,False,26,False
JPM,2024-Q4,earnings,2025-01-15,69,qa,management,Jamie Dimon,,25,"No. No. Jeremy, go ahead.",68,True,False,26,False
JPM,2024-Q4,earnings,2025-01-15,70,qa,management,Jeremy Barnum,,30,"No, no, no. You go. Seriously.",69,True,False,26,False
JPM,2024-Q4,earnings,2025-01-15,71,qa,management,Jamie Dimon,,480,"I was just going to say we're not going to do one. We have looked at it. If you all have any great insights for us, let us know, but most people don't want it, doesn't add shareholder value. And I've never thought of having cash in your pocket as a bad thing. I think it's a huge mistake to look at life and you have to ""deploy capital"". So we want to be very, very patient. But special dividends, if you look at the history of special dividends, they really basically don't work.",70,True,False,26,False
JPM,2024-Q4,earnings,2025-01-15,72,qa,management,Jeremy Barnum,,59,"If anyone has a different opinion, we're always interested.",71,True,False,26,False
JPM,2024-Q4,earnings,2025-01-15,73,qa,analyst,Gerard Cassidy,RBC Capital Markets,34,"Sounds good. Thank you, gentlemen.",72,True,True,27,False
JPM,2024-Q4,earnings,2025-01-15,74,qa,management,Jeremy Barnum,,15,"Thanks, Gerard.",73,True,False,27,False
JPM,2024-Q4,earnings,2025-01-15,75,qa,operator,Operator,,57,Thank you. And we have no further questions at this time.,74,True,False,27,False
JPM,2024-Q4,earnings,2025-01-15,76,qa,management,Jamie Dimon,,6,Great.,75,True,False,27,False
JPM,2024-Q4,earnings,2025-01-15,77,qa,management,Jeremy Barnum,,17,Thanks very much.,76,True,False,27,False
JPM,2024-Q4,earnings,2025-01-15,78,qa,management,Jamie Dimon,,17,Thanks very much.,77,True,False,27,False
JPM,2024-Q4,earnings,2025-01-15,79,qa,management,Jeremy Barnum,,21,See you next quarter.,78,True,False,27,False
JPM,2024-Q4,earnings,2025-01-15,80,qa,operator,Operator,,121,"Thank you all for participating in today's conference. You may disconnect at this time, and have a great rest of your day",79,True,False,27,False
UBS,2023-Q1,earnings,2023-04-25,3,qa,analyst,Chris Hallam,Goldman Sachs,1083,"Yes. Good morning, everybody. Firstly, on the future capital requirements, at the time of the announcement, FINMA said that a larger bank would require higher capital buffers. Have you had any further clarity on the size of that increase in capital requirement, and particularly to what extent those higher capital requirements may be influenced by the ultimate perimeter of the group? And I suppose any thoughts you have around how those decisions will ultimately feed into the timing of future capital return decisions? That's the first question. And then secondly, in the report this morning, you've outlined that the Emergency Ordinance provides for the loss sharing agreement with the Swiss Confederation, but that the Emergency Ordinance will expire within six months of its issuance date, after which time those measures would need to be codified into law by the Swiss parliament. Does that mean that the loss sharing guarantees still are effectively subject to parliamentary approval in six months' time? And if so, what are your confidence levels in getting those approvals?",2,True,True,1,False
UBS,2023-Q1,earnings,2023-04-25,4,qa,management,Sergio P. Ermotti,,1027,"Okay. Thank you. On capital requirements, you know, the situation will be clearer once we determine the scope and perimeter of the activities we will run, particularly in respect of non-core activities, and also with the businesses that we will exit. This will, of course, have an impact on op-risk, capital charges and so on. So, I think this is one of the issues that Sarah referred to. When we will have more clarity on all those aspects, we will communicate. But I don't expect this to be something substantial, that will take away the merits and the value accretion and creation of this transaction. In respect of the guarantee, we have little doubt that what we have agreed with the government is enforceable. Of course, there is a process in place to define exactly the details of this guarantee, and we do expect that to be done in the next couple of months. But we are not concerned about the enforceability of the guarantee as part, as an integral part of our agreements over the weekend to step-in in this situation.",3,True,False,1,False
UBS,2023-Q1,earnings,2023-04-25,5,qa,analyst,Chris Hallam,Goldman Sachs,19,Very clear. Thanks.,4,True,True,2,True
UBS,2023-Q1,earnings,2023-04-25,6,qa,analyst,Kian Abouhossein,JPMorgan,796,"Yeah. Thanks. Just two questions. The first one is related to the book value per share guidance that you gave of the 74% increase on day one. Just wondering if that still holds, first of all, at this point, or has that changed post your further analysis. And in that context, should we assume that the purchase accounting, restructuring, asset marks, etcetera, should be captured by the reserves that is being built off what we estimate 21 billion. The second question is in relation to more top down. How we should think about the impact on clients at this point and also retention of clients, especially in wealth management at this point already. And how we should think about retention of clients post the event, the clients that have left. How should we think about your position after that?",5,True,True,3,False
UBS,2023-Q1,earnings,2023-04-25,7,qa,management,Sergio P. Ermotti,,57,"So, Sarah, take the first question. I'll take the second.",6,True,False,3,False
UBS,2023-Q1,earnings,2023-04-25,8,qa,management,Sarah Youngwood,,363,"So, when we give you the 74%, we focused intentionally on what we viewed as economic impact, i.e., what impacts CET1 and if you continue to do it that way, actually the numbers are very stable. Of course, we are continuing to do the work on the PPA and we're going to continue to do so. And the PPA was, of course, included in the estimates that we had given you.",7,True,False,3,False
UBS,2023-Q1,earnings,2023-04-25,9,qa,analyst,Kian Abouhossein,JPMorgan,147,"Sorry if I may. The 74% also includes - but does clearly not include additional charges to the P&L and the rest comes to the P&L, we should assume.",8,True,True,4,False
UBS,2023-Q1,earnings,2023-04-25,10,qa,management,Sarah Youngwood,,143,"That's right. The initial PPA comes into the CET1 or the tangible book value per share, and anything that is beyond that comes through the P&L.",9,True,False,4,False
UBS,2023-Q1,earnings,2023-04-25,11,qa,analyst,Kian Abouhossein,JPMorgan,3,Ok.,10,True,True,5,False
UBS,2023-Q1,earnings,2023-04-25,12,qa,management,Sergio P. Ermotti,,1011,"So on client retention, I – maybe let me reiterate that if you look at our inflows and in general, we don't have an issue with our current clients. And we do believe that in many areas where we were underweight on a share of wallet basis we will be able to convince clients that the combined organization is offering a better value. In some areas, of course, we will lose clients because their concentration is going to be too high. And last but not least, I do believe that while history doesn't really always repeat itself, we are also convinced that many of the clients that were maybe nervous or concerned about what happened at Credit Suisse in the last few months but also post the transaction will regain faith and you know, we will be able to get some of these assets back. So, I'm totally convinced that, you know, our growth and our ability not only to retain but to regain clients will be there once we are able to articulate the value proposition that the combined organizations can bring to fruits.",11,True,False,5,False
UBS,2023-Q1,earnings,2023-04-25,13,qa,analyst,Alastair Ryan,Bank of America,838,"Yeah. Thank you. Good morning. Welcome back, Sergio. On the comments you made on the Bloomberg TV interview earlier about the importance of centrality, essentiality of ongoing profitability, which was absolutely borne out in recent months. Clearly the combined group has an exceptionally strong capital position on a pro forma basis, which gives you the opportunity to move quite quickly in two ways, one in a sort of actual effect in the merger and taking financial reserves against that. So, should we think about going quickly as essential to your plans because you’ve got the financial conditions to do it? Clearly, that was something that Credit Suisse did not enjoy. They had some ambitions to restructure that they needed to pass through the P&L over time, which constrain their profitability a long way into the future. Thank you.",12,True,True,6,False
UBS,2023-Q1,earnings,2023-04-25,14,qa,management,Sergio P. Ermotti,,1356,"Thank you, Ryan. It is good to be back to interact with you as well. Look, yes, you know what we need to do now as we go through the PPA assessment and the marks of the position we find. You can assume that the philosophy of running down non-core assets will be the same you saw in the past: based on cost of capital. So, if we are able to dispose, to restructure, any transaction that create a loss that is lower than the cost of our capital, we will do so without any doubts, any fears of taking upfront losses. So, it's precisely so, as you mentioned, that the profitability and the strength we have in our underlying business combined allows us this flexibility to control our destiny. I think, it's very important not to treat those positions as distressed assets, but rather non-core assets. And, therefore, an economic consideration has to be put in place. So, every time we can do a transaction that in our view reduces risk but also frees up capital below our cost of equity, we will do that. And, I guess, this is something that now it takes time for us to go deeper into the analysis of what it is. But this is something I’ like to clarify as quickly as possible what it is. So, you can assume that one of our top priorities, to clarify a path of – for us to take down these [assets], to free up this capital going forward and also reduce risks.",13,True,False,6,False
UBS,2023-Q1,earnings,2023-04-25,15,qa,analyst,Alastair Ryan,Bank of America,10,Thank you.,14,True,True,7,True
UBS,2023-Q1,earnings,2023-04-25,16,qa,analyst,Flora Bocahut,Jefferies,1012,"Yes. Good morning. The first question I wanted to ask you is regarding the net new money, so the net new FGA. You gave us some details you know including post the 10 business days that followed the announcement of the deal and thank you for that. I don't think I've seen any comment around the trend in April. So, just wanted to ask you know, what trend you've seen in terms of the customer behavior and especially regarding the NNFGA as well as customer deposits since the quarter ended about three weeks ago. And then I just wanted to come back to the risk around – the you know concentration risk around clients and the overlap on the client base. You made interesting comments regarding the fact that you are underweight certain client segment versus CS, and where you can gain from that transaction. There is another client segment which could lose. Can you maybe provide us more details? Do you mean in wealth management specifically, also in P&C? Can you maybe comment on those client segments? Thank you.",15,True,True,8,False
UBS,2023-Q1,earnings,2023-04-25,17,qa,management,Sarah Youngwood,,198,"So, on the first question in terms of the trends of April, we really haven't seen anything that is particularly abnormal or special. And so, it is not our custom to guide and we will stay with that.",16,True,False,8,False
UBS,2023-Q1,earnings,2023-04-25,18,qa,management,Sergio P. Ermotti,,1681,"Yeah. On the client side. I mean, if you look at, for example, in Asia, I think it’s clear that UBS has that perhaps a stronger franchise in North Asia and Credit Suisse has a stronger franchise, relatively speaking, in Southeast Asia. So, I think that the combination of the two is very complementary. Latin America, I mean, in Latin America, we definitely have a situation in which Credit Suisse brings a significant value to our platform. And there, that will make us, if not the leader of non-Latin American players, very close to that. So, a significant step forward. In respect of Switzerland, I would say that usually, SMEs have a relationship with maybe one of the large banks and with a cantonal bank or a regional bank. So, it’s – there is a high likelihood that the same SMEs don’t really have equal a relationship with the two large banks. For that reason, we believe that many of them can be captured. Same issue for retail and personal clients banking. If people have two relationships, usually they have it with a local bank and with a large bank. So, also there. And last but not least, I would say, that it’s fair to say that Credit Suisse has a strong franchise in large corporates in Switzerland, which is also complementary to our own. So, after all, as I say, both in terms of current business mix, but also going back to my remarks. In Switzerland, there are 250 banks. It’s plenty of competition, plenty of cantonal banks, plenty of Raiffeisen Banks. And, therefore, we believe that we will be able to manage this competitive landscape, which is not easy for us through service quality and what we can do differently than others rather than just purely size.",17,True,False,8,False
UBS,2023-Q1,earnings,2023-04-25,19,qa,analyst,Flora Bocahut,Jefferies,10,Thank you.,18,True,True,9,True
UBS,2023-Q1,earnings,2023-04-25,20,qa,analyst,Andrew Coombs,Citi,1214,"Good morning. Two questions. Firstly, just on slide 10 in your revised net interest income outlook, Q1, you’ve seen a slight increase in NII. So then you are guiding to a mid-single digit decrease for Q2. So that implies Q2 will be slightly below the Q4 run rate. Implicitly, this seems to suggest that Q3, Q4 is roughly then going to be stable based on your full year guidance. So, I’m interested in your thoughts on the offset between rate hikes and then most important of all, deposit migration to money market funds in future quarters. Given that we’re closing in on peak rates, it seems to imply you’re achieving, the deposit migration also slows, but would welcome any commentary on that. And then my second question is actually on the liquidity coverage ratio. I think there’s an active debate as to whether it’s calibrated correctly in light of recent events, particularly the 10% weighting that’s applied to less stable retail deposits. So, interested in any conversations you’ve had on that either with FINMA or the Basel Committee. And likewise, does that mean you’re going to continue to run with an LCR of, you know, north of 160%, given the potential that that ratio might be recalibrated? Thank you.",19,True,True,10,False
UBS,2023-Q1,earnings,2023-04-25,21,qa,management,Sarah Youngwood,,1679,"So, on the first quarter or the first question, what you've seen is some very significant mix shift throughout the system, the $600 billion of Fed data showed that the whole system had a 3% sequential decrease that we still saw. That is not expected to be that dramatic going forward, but we certainly have planned for the annualization of that in our numbers. And then after that, you see some normal patterns that happened, but we continue to see some mix shifts, as you would expect, but potentially not at the level that was seen at the beginning of the year. It's also important to know that for us, it was really the beginning of the year that was that pattern. So, actually January and February where we saw a lot of mix shift and actually some of the net inflows into the platforms from deposits were in March. In terms of the second quarter guidance, you’ve noted that we’re going to be down and that is exactly correct with P&C being slightly up and GWM, which is where those mix shifts are happening, being a bit down. And then as you pointed out mathematically, that does mean that there is some level of stability over the course of the year thereafter. In terms of LCR, we believe that we are calibrated correctly because what you are seeing also is that for us, the changes in deposits have actually not done very much in terms of the change of LCR because we very much know what type of deposits are going to be sticky versus not sticky. And so, we calculate as such. And of course, you've seen us very consistently being at those high levels and we don't have an intention to drop sharply regardless of the dialogue that could happen around the LCR calculations.",20,True,False,10,False
UBS,2023-Q1,earnings,2023-04-25,22,qa,analyst,Andrew Coombs,Citi,10,Thank you.,21,True,True,11,True
UBS,2023-Q1,earnings,2023-04-25,23,qa,analyst,Adam Terelak,Mediobanca,1003,"Morning. I've got two. One is a bit of a follow up on LCR and on your long-term funding strategy. Clearly, LCR standalone is pretty strong. If you look at the business you're acquiring, then it's really propped up by a big SNB liquidity line and that deposits are very, very low. Loans to deposit is 157%. So, I was just wondering how you're thinking about your long-term funding strategy through the acquisition and how you might deal with kind of the flight of deposits that they have seen and how you can integrate that into your liquidity model going forward. And then second on a slightly different topic. In GWM, you've got flat costs on lower revenues, and a favorable revenue mix with NII up and fees down. Normally, that is a good mix for your cost base. Could you just discuss a little bit more what's going on in there, what sort of inflation you're seeing, whether there is an increased competition for relationship managers, and whether that's changing given the new environment? Thank you.",22,True,True,12,False
UBS,2023-Q1,earnings,2023-04-25,24,qa,management,Sarah Youngwood,,1038,"So on the LCR and more generally the funding plan, as we integrate CS today they are user of the SNB facilities. It will be our intention certainly to manage that down as quickly as possible, but recognizing the gap that you're pointing out. And we will indicate that as soon as ready. In terms of the GWM story, what you're seeing is, as noted, a very strong NII performance. In asset based, it is the combination of the markets levels as well as a little bit of the margin compression that has happened over the year, which is just a mix topic that we have discussed. And then in terms of the transaction activity, not yet very elevated, just based on the level of uncertainty that our clients are dealing with. And then what you have seen, though, is on the expense side that we have good rigor where the expense ex-FX and litigation is flat. And so you are offsetting those inflationary pressures by the good rigor that we are seeing and this is while continuing to be on the offense in terms of our FA recruitment and organic growth.",23,True,False,12,False
UBS,2023-Q1,earnings,2023-04-25,25,qa,analyst,Adam Terelak,Mediobanca,78,"Okay. So the inflationary pressure, that sounds quite high to be managed down.",24,True,True,13,False
UBS,2023-Q1,earnings,2023-04-25,26,qa,management,Sarah Youngwood,,290,"That's right it's being managed by the offset. And we've done some actions which I've mentioned which in total are helping us more on the forward quarter than in the current quarter and also affecting the quarter and are still included in our cost being flat. So, really a good performance.",25,True,False,13,False
UBS,2023-Q1,earnings,2023-04-25,27,qa,analyst,Adam Terelak,Mediobanca,10,Thank you.,26,True,True,14,True
UBS,2023-Q1,earnings,2023-04-25,28,qa,analyst,Jeremy Sigee,BNP Paribas Exane,811,"Morning. Thank you and welcome back to Sergio from me as well. I just want to pick up on a couple of topics that you've touched on already. Firstly, you talked about the Swiss banks combined market share. I wanted to clarify, is your plan to fully integrate the two networks under a single brand, single product range, single network, back office, head office? And then secondly, you also touched on the risk shelter. If I read the documents, it seems narrowly defined so that it won't cover things like litigation, restructuring, or indeed the operating costs of noncore, only asset disposal losses. So, it seems relatively unlikely to be drawn. So, I just wanted to ask, is it your base case that you will draw on that risk shelter or that you also agree it's unlikely that you will draw on that risk shelter.",27,True,True,15,False
UBS,2023-Q1,earnings,2023-04-25,29,qa,management,Sergio P. Ermotti,,2478,"Thank you, Jeremy. Look, you know, the base plan that we announced on day one when we announced the transaction was, of course, the full integration. But we reiterated afterwards, and I said it also before that we are now evaluating what is the best option for the combined businesses going forward. I personally and we believe also that there is no – there is no real issue in terms of oversized presence in Switzerland or market share topics. I mean, for the reason I mentioned before, we may have to balance what is the best things to do from a shareholder standpoint of view with other aspects. We will take, in serious consideration, what is the best interest of clients? What is the best interest of employees and overall for society? Having said that, what we need to do is also to make those decisions based on facts and not emotions. Right now, the discussion is totally based on emotions. In many cases, totally uninformed. And we need ourselves to understand better those issues before we come to a conclusion. And it's very important not to jump into any conclusion. Whatever we do has to be sustainable and viable. And therefore, it takes a little bit of time, but it won't take forever. We know that both employees, clients and, in general, you as well, you want to have and we want to have as quickly as possible clarity on what to do. So be patient and in the next few months we will create more clarity on the matter. In terms of risks, of course, you're right. I mean, first of all, we have to realize that any losses that are coming outside the non-core units are part – will be absorbed by UBS. So, the only item that is subject to the guarantee is the non-core unit and the first 5 billion of losses coming from that unit is on UBS. So, we have almost by default an interest to be prudent in the way we mark this position, and sustainable in the way we look at how we disposed those positions. But at the same time, we are also the ones, you know, that want to preserve value for our shareholders. So, we will avoid – we will try to avoid at any cost having to tap into the guarantees. But at this stage, it's premature to discuss if we have to do it, when we have to do it. This is also a matter that needs to be closed as quickly as possible in terms of creating clarity. So, the next couple of months there will also be very important for us to fully understand the exposures and I'm convinced that this can be done in the timeframe that I just outlined.",28,True,False,15,False
UBS,2023-Q1,earnings,2023-04-25,30,qa,analyst,Jeremy Sigee,BNP Paribas Exane,27,"Great, thank you very much.",29,True,True,16,True
UBS,2023-Q1,earnings,2023-04-25,31,qa,analyst,Anke Reingen,RBC,440,"Yeah. Thank you very much for taking my question. The first is just about the mechanics as you pay with the treasury shares if there's a difference versus, yeah, new share issuance just, yeah, conceptually and in terms of the impact. And then secondly, just a different question on your commercial real estate exposure. Can you give us a bit more detail on the regional mix, potentially maturity profile, LTV and so on? Thank you very much.",30,True,True,17,False
UBS,2023-Q1,earnings,2023-04-25,32,qa,management,Sarah Youngwood,,632,"So on the treasury share, what happened is we actually repurchased some of the shares and they are available. They could have been cancelled and what we're doing is we are using them for the purpose of this acquisition. So, we are not issuing any new shares. And so in terms of commercial real estate, we have a very conservative portfolio that is – that has exposure to Switzerland in particular. But – and all of that is according to what you see from us, it was the high collateralization that you would expect. And when we give you all of our levels of reserves, we certainly reflect on the very high quality of those portfolio.",31,True,False,17,False
UBS,2023-Q1,earnings,2023-04-25,33,qa,analyst,Anke Reingen,RBC,16,Okay. Thank you.,32,True,True,18,True
UBS,2023-Q1,earnings,2023-04-25,34,qa,analyst,Amit Goel,Barclays,805,"Hi. Thank you and welcome back, Sergio, too from me. So, two questions. The first, again, just on the transaction and the announcement on – on day one, I just wanted to check in terms of the cost savings and the timeline for EPS accretion whether or not your conviction levels have changed based on the information that you have had or seen since then. And then secondly, I was a bit surprised by the amount of, I guess, deposit outflow on a reported basis for GWM in the quarter. Do you mind just going through that just going through that in a bit more detail? You know, because obviously that's net of the inflows that we're seeing towards the end of the quarter. So, I appreciate there was a bit of a shift in mix and so forth. But if you could give a bit more color, that would be helpful. Thank you.",33,True,True,19,False
UBS,2023-Q1,earnings,2023-04-25,35,qa,management,Sarah Youngwood,,1577,"Sure. So, in terms of the cost savings and EPS, the assumptions that we gave you stand. And what is important is for the EPS accretion to remember that we gave you what were the reported numbers. So, we are not excluding non-core, we're not excluding restructuring charge. And given that we're dealing with non-core assets that could have a timeline, it could be that some of that comes over time, which is why we gave ourselves until 2027. Certainly the core EPS question in our models was faster than that. And then in terms of the deposit outflows for GWM, it is really very much the client repositioning that you are seeing at the beginning of the year. And so, people came in and even with our advisors actually really looked at their portfolios and especially in the U.S., and you've seen that phenomenon, as I mentioned, our deposit sequential decrease is exactly the same one as the Fed data. And as a result of people really looking at the difference in particular between what you can have on an after tax basis, between the Treasury bonds or money markets versus any savings products. So, our products are very attractive, but nevertheless, the Treasury bonds and money markets end up being more attractive. And therefore there have been mix shifts that are very, very logical for that type of clientele. And it is absolutely the right advice for clients that is really the majority of the driver and then it's offset by the inflows that we have gotten since we were a port in the storm during the period of March after things became a bit more difficult for others.",34,True,False,19,False
UBS,2023-Q1,earnings,2023-04-25,36,qa,analyst,Amit Goel,Barclays,193,"Okay. Thanks. And just on the cost savings, is that kind of, I guess, conditional on what the outcome is for the Swiss business? And is the conviction still there on the greater than 8 billion?",35,True,True,20,False
UBS,2023-Q1,earnings,2023-04-25,37,qa,management,Sarah Youngwood,,168,"So, the 8 billion-dollars-plus was done based on the base case and, of course, anything beyond that would be done in the context of what Sergio said and value creation.",36,True,False,20,False
UBS,2023-Q1,earnings,2023-04-25,38,qa,analyst,Amit Goel,Barclays,16,Okay. Thank you.,37,True,True,21,True
UBS,2023-Q1,earnings,2023-04-25,39,qa,analyst,Benjamin Goy,Deutsche Bank,760,"Yes. Hi. Good morning. Two questions, please. The first is you reiterated the 25% of the new group going forward with the investment bank, but if I combined UBS and Credit Suisse as of Q1, I am already at that number before fully transferring the current products and so on? So, does it mean you're already happy with the perimeter of the group and potentially happy to diversify your fixed income business via their credit sales and trading? Or is this number ultimately going lower towards maybe 20% or whatever the number is? And then, secondly, wondering about global wealth management. Do you re-underwrite the Credit Suisse client from a risk perspective? i.e., is there a new onboarding process or do they just join as of…the deal completing? Thank you.",38,True,True,22,False
UBS,2023-Q1,earnings,2023-04-25,40,qa,management,Sergio P. Ermotti,,1587,"Well, on the 25%, I mean, it depends how you make the calculation. But you know directionally, what we are saying is that the 25% on a normalized basis will be the maximum. And from there onwards, we will look into what fits into our risk profile. There are many, many areas where Credit Suisse will bring new capabilities that are good and enhancing our franchise in the investment bank. So we are not concerned about those activities. And as you know, there is also some kind of correlation with risk-weighted assets being a function of market movements and volatility. So we can't really right now point out a normalized number that we are happy with other than saying 25% will be the maximum and no matter what. So that's a good starting point. I think that if you look at the combined organization, we will reduce the weighting of…, going forward. And most importantly, we have a more diversified business. So this is also one of these items where we need a little bit of more digging into the business and what is going to stay with us and what is not going to be part of our offering. The onboarding will be done in a pragmatic way. Unless we have red flags, we will onboard clients. And we want to make the journey and the experience of clients as smooth as possible. But of course, the operating model in principle is the one of UBS. So then, as we then on board clients, we will then look at the suitability and making sure that they fit into our standards. I don't expect major differences, but here and there, we may have different views on certain client segments or people.",39,True,False,22,False
UBS,2023-Q1,earnings,2023-04-25,41,qa,analyst,Benjamin Goy,Deutsche Bank,22,Understood. Thank you.,40,True,True,23,True
UBS,2023-Q1,earnings,2023-04-25,42,qa,analyst,Tom Hallett,KBW,1019,"Good morning, everyone. So, just a couple for me. So, I mean first of all, how concerned are you around the revenue attrition already taking place at Credit Suisse? You know I guess where I'm coming from is based on the current revenue trajectory, the 8 billion of cost reductions might not actually be enough. So, could we be in a situation where a deeper restructuring is required. And then maybe secondly, around buybacks. I mean, part of the issue there is people are trying to time it and obviously, work out the capital and so forth. I suppose that you got one side, you got the government guarantees and then on the other, you've got a very politically sensitive situation. And I suppose regardless of your capital position, is it fair to assume that buybacks are very much kind of at the back of mind for now and we're talking 18 plus months away before you can even consider that between the link between obviously your strong capital position – expected capital position and the government guarantees. Thanks.",41,True,True,24,False
UBS,2023-Q1,earnings,2023-04-25,43,qa,management,Sergio P. Ermotti,,1785,"Thank you, Tom. Now, look, of course, the revenue attrition is a function of what happened in the last couple of months. And also, if you look at the – the profitability is highly impacted by the cost of funding they had experienced in the last few months. I think that once things are together and normalized, we will also create some tailwinds in respect of lower cost of funding and an ability to re-attract clients. I'm convinced that a lot of the clients will see the value added of the combined businesses and some of those flows will revert. So, of course, we are at the same time, not complacent. So, if we see that this is not enough, we will need to take actions. And, of course, we want to, at the very least, bring back the profitability ambitions that we had as a UBS standalone with one of the combined entities. So, cost – focus on efficiency on costs and capital returns and value creation is part of the equation, and we will do the necessary steps to do that. Look, in terms of buyback, it's way too premature to talk about it. You know, assuming that it takes 18 months for clarity, it's a guess that I – you know, I fully understand your point, but believe me, we don't know yet ourselves. So – but we will give you clarity as soon as we have clarity on this matter. We need to be sensitive to many aspects. But I'm also convinced that it won't take quarters or years to create that clarity. So, the trajectory of freeing up resources, of creating clarity around the guarantees, creating clarity around the business model and our capacity to combine, you know, a dividend policy that sees a constant improvement in the cash we pay out combined with share buyback is an important element of our equity story, and we will be very focused on that in our communication.",42,True,False,24,False
UBS,2023-Q1,earnings,2023-04-25,44,qa,analyst,Tom Hallett,KBW,22,"Great. Thanks, Sergio.",43,True,True,25,True
UBS,2023-Q1,earnings,2023-04-25,45,qa,analyst,Nicolas Payen,Kepler Cheuvreux,457,"Yes. Good morning. Thanks for taking my question. I have two. The first one is for you, Sergio. I would like to know if you had noticed anything which was radically different at UBS and its processes, organization, or anything between your departure in 2020 and today? And the second question is regarding Americas and GWM. There was quite a significant drop in advisors, and I would like to know if there was any underlying reason for this drop. Thank you.",44,True,True,26,False
UBS,2023-Q1,earnings,2023-04-25,46,qa,management,Sergio P. Ermotti,,935,"Thank you, Nicolas. No. To be honest, it felt [like] I never left. So I think that you don't see any meaningful change. Of course, some things, like is normal, they should change. They should have changed. Not everything I left was perfect, so things needed to be addressed. And other things are very personal and then very – a question of style. But, I mean, the strength of the franchise was only reinforced over the last two years and this is the reason why we were able to be part of the solution over the weekend, so – which is a huge achievement for UBS. Even if – when you go back into where we were during the financial crisis, in my point of view, this was the ultimate payback to Switzerland. The fact that UBS was part of the solution was the ultimate payback on what the government had to do. And we were always very thankful for that. And so, in that sense, nothing has changed, if anything has been reinforced. And Sarah?",45,True,False,26,False
UBS,2023-Q1,earnings,2023-04-25,47,qa,management,Sarah Youngwood,,444,"On GWM, you actually have a technicality, which is that we put in our FA’s at both the very high end of FA’s, but also the people that are in that client advice center, and so it came really mostly from the client advice center. And so really focusing on the flows and the productivity of the FA’s is where we are and we are not seeing an issue here. In fact, you have seen the very good flows that we have experienced in the U.S. this quarter.",46,True,False,26,False
UBS,2023-Q1,earnings,2023-04-25,48,qa,analyst,Nicolas Payen,Kepler Cheuvreux,10,Thank you.,47,True,True,27,True
