bank,quarter,call_type,call_date,position_in_call,section,speaker_role,speaker_name,speaker_institution,text_length,text,utterance_id,is_routine_earnings
JPM,2024-Q3,earnings,2024-10-11,13,qa,management,Jeremy Barnum,,622,"Yeah. Sure. So on extending duration, Steve, you know this obviously, but I just think it's important to say that all else equal, extending duration doesn't change expected NII if you assume that the policy rate follows the forward, right? So, point one. Point two, the curve remains inverted. And so even if you don't believe that the policy rate follows the forwards, extending right now is actually a headwind to short-term NII like that wouldn't be a consideration for us either way, but I just think that's worth saying for the broader audience. It's quite different from the situation that you have on the numbers...",12,True
JPM,2024-Q3,earnings,2024-10-11,14,qa,management,Jamie Dimon,,43,"... people have mortgages at 6%, so, right.",13,True
JPM,2024-Q3,earnings,2024-10-11,15,qa,management,Jeremy Barnum,,890,"Yeah. Now so when we think of the question of extending duration and really managing duration right now, a couple things to say. So, obviously, a lot of different versions of duration, but one number that we disclose is the EaR. When the 10-Q comes out, you'll see that that number is a little bit lower. It'll come down from $2.8 billion to about $2.1 billion if our current estimates are correct. That's for a number of reasons, some of which are passive, but some of those are active choices to extend duration a little bit. And in the end, the choice to manage and extend duration is really about balancing the volatility of NII against protecting the company from extreme scenarios on either side. And so right now, if we wanted to extend as a result of different factors, we certainly could. We have the capacity inside the portfolio. But for now, we're comfortable with where we are.",14,True
JPM,2024-Q3,earnings,2024-10-11,16,qa,management,Jamie Dimon,,105,And the one thing I can assure you is the forward curve will not be the same forward curve in six months.,15,True
JPM,2024-Q3,earnings,2024-10-11,17,qa,analyst,Steven Chubak,Wolfe Research,59,"Well said. Well, thank you so much for taking my questions.",16,True
JPM,2024-Q3,earnings,2024-10-11,18,qa,management,Jeremy Barnum,,14,"Thanks, Steve.",17,True
JPM,2024-Q3,earnings,2024-10-11,19,qa,operator,Operator,,83,Thank you. Next we will go to the line of Erika Najarian from UBS. You may proceed.,18,True
JPM,2024-Q3,earnings,2024-10-11,20,qa,analyst,Erika Najarian,UBS,989,"My first question, and thank you very much for answering all the NII questions so far, Jeremy, is just I guess another follow-up. As you can imagine, once Daniel said what he said on stage in September, everyone is trying to figure out the over/under for net interest income next year. So maybe a two-part first question, the second being inspired by what Jamie just said. Number one, NII is expected to be down 6% sequentially in fourth quarter. I think year-over-year in 2025, consensus has it down 4% from your new level. So it sounds like consensus still has room to come down, and based on the forward curve, Jeremy, it could be a little bit worse year-over-year than the fourth quarter sequential rate. But that being said, as Jamie noted, we have no idea what the curve is going to look like. Right? It's gyrated so much. And so as we think about the curve, is it better for JPMorgan to have more cuts in the short end but steepness or less cuts but a little bit of a flatter curve?",19,True
JPM,2024-Q3,earnings,2024-10-11,21,qa,management,Jeremy Barnum,,1564,"Right. Okay. You threw a curve ball at the end there, Erika. I wasn't expecting that to be the end of your question. But let me answer the beginning of your question, and then I'll also answer the end of your question. So we see the current 2025 consensus for NII ex. Markets to be currently at $87 billion, which is obviously lower than it was at the conference earlier in the quarter. So we're happy to see that move a little bit more in line to us. That still looks a little toppy, but it's definitely in the ballpark. Now that consists of, I already mentioned previously that we sort of expect the NII trough sometime in the middle of the year, so you can kind of assemble the parts. You've got a fourth quarter run rate, you've got some sequential declines, you've got a trough in the middle of the year, and you've got a rough ballpark for the full year. So you can imagine that the trough probably is a little lower than those numbers and then to the extent that growth revolve resumes in the back half of the year in both deposit balances and the ongoing tailwind of Card revolve, although that tailwind will be a little bit less than you might have otherwise thought. I mean, sorry. A little bit less than it was this year but still a tailwind. Obviously, the mix of those things will play out in different ways, and as you point out, who knows what the yield curve will wind up doing. But on our current assumptions, on the current yield curve, and remembering that we're in the third quarter now, so we're doing this kind of early, that's what we think.",20,True
JPM,2024-Q3,earnings,2024-10-11,22,qa,management,Jamie Dimon,,781,"Can I just say something. First of all, next time let's just give them the damn number. I don't want to spend all the time on these calls like going through what they're guessing what NII is going to be next year. Can I just also point out that NII, all things being equal, is a number, but all things are never equal. And the yield curve, if you have a recession the effect of the yield curve will be very different than if you have continued growth. And there are decisions that are made nonstop by us and the things that happen in the marketplace, and I think we spend too much time on just this irrelevancy so you get a model, a number in your model. And so it's going to be less than $87 billion next year. Probably not a lot, we don't know, and we don't know the environment.",21,True
JPM,2024-Q3,earnings,2024-10-11,23,qa,management,Jeremy Barnum,,1447,"Good. Okay. Now to your question about the EaR. So, a few things to say in there. So, as I already mentioned, when that comes out, it'll show a number around $2.1 billion. A very important thing to say is, as you know, the experience of this rate cycle has been that our empirical EaR is meaningfully higher than our modeled EaR, which is what we disclose. And the main reason for that is that retail deposit betas have, in actuality, been lower than the modeled deposit betas. So as a starting point, you have to kind of adjust that EaR number to be bigger than the reported number for those and a few other reasons, actually, there's some nuances around how the dollar, non-dollar sensitivity interact. And then there's your question which is a little bit about the front-end versus the back-end. So, what you see is that actually the front-end EaR has gotten smaller and most of the EaR is now in the back-end. So, it's definitely the case that, all else being equal, a steeper curve is better for us. But I think what I would also say is that this kind of empirical versus theoretical adjustment is disproportionately in the front-end. So therefore, in order to answer your question, I would say, yes, we want a steeper curve, but having the Fed cut more than what's currently in the yield curve is definitely at the margin, for the context of next year's numbers a headwind – would be a headwind for us, we remain asset sensitive to Fed cuts.",22,True
JPM,2024-Q3,earnings,2024-10-11,24,qa,analyst,Erika Najarian,UBS,877,"And if I can ask my second question, and, Jamie, I completely understand your frustration. And to be fair, your long-term shareholders really don't care about whether it's $87 billion or $85 billion. Right? They care about your return on equity. To that end, I mean, it's insane how much capital you generate each quarter, 72 basis points this quarter. And so, beyond the standard boilerplate questions you're going to get on buyback and organic growth, yada, yada, dividend increases, how should we think about JPMorgan deploying this capital? I mean, the world is generally your oyster, right? You're dominant already, and you could use this capital to further enhance your business. And again, beyond that boilerplate conversation that you always get every quarter, how should your shareholders think about how you're thinking about the opportunities to deploy this capital?",23,True
JPM,2024-Q3,earnings,2024-10-11,25,qa,management,Jamie Dimon,,2062,"Okay. First of all, when you say dominant, I'd be very careful on that. We've got some very tough competition, different in different countries, different around the world, fintech companies, direct lenders and I want to give you a very specific comment on direct lending and stuff like that. So our goal is always to serve our clients. And when I talk about some of these expenses, that is a deployment of capital, and it's a deployment in a different way. If you open branches, you initially experience an expense, but down the road you need capital to support the deposits. Same for the Innovation Economy, same for private bankers, et cetera. If you look at it roughly, we have about a minimum $30 billion of excess capital. And for me, it's not burning a hole in my pocket. I look at it as you own the whole company and you can't properly deploy it now, it is perfectly reasonable to wait. And I've been quite clear that I think the future could be quite turbulent. And asset prices, in my view, in life you've got to take a view sometimes, are inflated. I don't know if they're extremely inflated or a little bit, but I prefer to wait. We will be able to deploy it. Our shareholders will be very well served by us waiting. And same thing with deploying capital. We can go buy $100 billion, 6% mortgages, increase our net income by a couple billion tomorrow. We don't make decisions like that. The most important thing we do is serve our clients well, build the technology and do things like that. And we also don’t know what the real excess capital is yet. So, we're a little patient. We're going to be a little patient and wait, and it'll be fine. And so that's where we are, and that's not going to change. And if it changes, we'll let you know. We do talk to a lot of shareholders, and they understand that buying stock back at more than two times tangible book value is not necessarily the best thing to do, because we think we'll have better opportunities to redeploy it or to buy back at cheaper prices at one point. Markets do not stay high forever.",24,True
JPM,2024-Q3,earnings,2024-10-11,26,qa,analyst,Erika Najarian,UBS,10,Thank you.,25,True
JPM,2024-Q3,earnings,2024-10-11,27,qa,management,Jamie Dimon,,285,"One last thing. Cash is a very valuable asset sometimes in a turbulent world. And you see my friend Warren Buffett stockpiling cash right now. I mean, people should be a little more thoughtful about how we're trying to navigate in this world and grow for the long term for our company.",26,True
JPM,2024-Q3,earnings,2024-10-11,28,qa,operator,Operator,,88,Thank you. Our next question comes from Glenn Schorr from Evercore ISI. You may proceed.,27,True
JPM,2024-Q3,earnings,2024-10-11,29,qa,analyst,Glenn Schorr,Evercore ISI,701,"Hi. Thanks very much. And so glad Jamie didn't say what he was about to say because that's the answer to this question. So we've seen a couple more banks entering partnerships with alternative managers. We've seen limited loan growth for a few years now, market-related also; limited flows into fixed income funds, yet plenty of growth in private credit in general. And you're one of the best asset managers on the planet, but in my view, less dominant in all things private credit. So maybe you could talk about what things you're working on and why that's too narrow of a view of your ability to serve all parts of clients’ lending needs, not just the public markets and public lending side. Thanks.",28,True
JPM,2024-Q3,earnings,2024-10-11,30,qa,management,Jamie Dimon,,3080,"Yeah. So let me take time to cover this one, because obviously it has become very important. People talking about how they're growing and partnering and things like that. And so first and foremost – I’m going to talk about very strategic and then very tactical, I think they're both important. First and foremost, we are here to give our clients an agnostic view of the world and what the best product and services are for them. Therefore, when a client comes in, we will offer them both direct lending, ourselves, and syndicated lending or other specialized kind of lending. And they all have pluses and minuses. Direct lending could be done faster, maybe simpler covenants, unitranche. It is more expensive and you're just seeing a little things go back and forth between syndicated lending and direct lending. But we're going to offer the clients basically what's in their best interest and tell them what those products are across the venue. We mentioned before in the past that we allocated $10 billion of capital to make direct loans. We've actually deployed a lot of capital. Some of those have already been paid off, some of it’s done. So we are going to do it directly and we are going to – $10 billion could be $20 billion or $30 billion, not limiting it today. I will say today, we're extending. We will do $500 million, we will do $1 billion, we will do more than $1 billion, we'll do it sole-handed or we'll do it with partners. Very importantly, we are not going to allocate ourselves to one partner. So we have – I think we've announced a bunch of co-lenders, but that just creates more flexibility and more size. We're not going to use that flexibility to slow it down and have to get permission from everybody, because like I said, JPMorgan could underwrite it and own it like a bridge loan and syndicate it after the fact. And we're going to use our own risk measures and stuff like that, again, all in the service of the client and making sure we're offering them the best thing. And we're going with different strategies. We're not going to tie ourselves exclusively to one capital provider. I think that would limit what we could offer our clients, it probably would be more price competitive. We could do some of this very specific thing and not the solution that this is the third-party capital provider. That's our strategy. We're going to be there, we're going to do it, and we're going to do it in spite of the fact there's capital arbitrage taking place. So if you look at the arbitrage today, where a bank has to hold for things, where insurance could, they are dramatically different. That's a disadvantage, but we've had those disadvantages in other businesses for a long time. We are going to do what's right for the client. Remember, when we do business with a client, we also get other revenues off of them. So it isn't just the loan; we look at the whole relationship. So we're quite comfortable we can compete. I just announced much bigger lending platforms and sizes and stuff like that, so I hope if any of the press is on they heard this too.",29,True
JPM,2024-Q3,earnings,2024-10-11,31,qa,analyst,Glenn Schorr,Evercore ISI,31,All right. Thanks for all that.,30,True
JPM,2024-Q3,earnings,2024-10-11,32,qa,operator,Operator,,111,Thank you. Our next question comes from the line of Gerard Cassidy from RBC Capital Markets. Your line is open.,31,True
JPM,2024-Q3,earnings,2024-10-11,33,qa,analyst,Gerard Cassidy,RBC Capital Markets,545,"Good morning, Jeremy, and good morning, Jamie. Jeremy, when you guys look at your current capital ratios, they are obviously very healthy. Can you guys give us some color on the new Basel III? We don't know what the specifics are, but as Vice Chair Barr touched on some of the specifics, it looks like capital requirements for yourself and your peers will come down a fair amount from the original proposal. How are you guys thinking about that? Do you have any insights on how much it may fall from the original proposal to where you are today?",32,True
JPM,2024-Q3,earnings,2024-10-11,34,qa,management,Jamie Dimon,,359,"Yeah. When I said we're at $30 billion of excess, that is assuming Barr's speech, that the $20 billion goes to $12 billion or whatever it is, more. It'll be more than that because there are other factors involved. Now, I was just giving the minimum of excess capital. In my view, it would be more, but it is what it is and we'll wait to see the final numbers.",33,True
JPM,2024-Q3,earnings,2024-10-11,35,qa,management,Jeremy Barnum,,1278,"But, Gerard, just maybe to give you a bit of color. So, yeah. Obviously, everyone paid a lot of attention to that speech. It was an important speech. But in the end, we actually just really need to see the proposal because the details matter a lot for this stuff. And so our focus is on hoping to see the proposal so that we can process the detail and continue advocating as appropriate. I note that you talk about requirements coming down relative to what was originally proposed which was obviously true per the speech, but I do think we need to be a little bit careful not to fall into the trap of saying that that's like progress just because the original proposal was so dramatically higher than what anyone thought was reasonable. And I would remind you, which you obviously know, that before this proposal came out, it was our position strongly felt, that our then-prevailing capital requirements were, if anything, already more than we needed. So we've got a long way to go here, and I think our position, which Jamie has been articulating very consistently, is that they need to get it right with the right amount of work, and importantly, do it holistically so it's not just RWA. It's RWA, it's G-SIB, it's SCB, it's CCAR. So that's really what we feel strongly about.",34,True
JPM,2024-Q3,earnings,2024-10-11,36,qa,management,Jamie Dimon,,414,"We just want the numbers to be done right and justified. If they had to go up, we would be fine with that too. We just think they should be done with real diligence and real thought and a little bit of thought about cost benefit, what it does to the economy, where it pushes lending and things like that. So we're anxiously awaiting to see the actual detail, because that's what's going to make all the difference.",35,True
JPM,2024-Q3,earnings,2024-10-11,37,qa,analyst,Gerard Cassidy,RBC Capital Markets,625,"Very good. And then as a follow-up, in view of this excess capital and your comments a moment ago about direct lending, you look at your current cash and marketable securities on a risk-weighted asset basis, you put it in your presentation of course, $1.5 trillion. Average loans is $1.3 trillion. When the dust settles, you know what your capital requirements are. Can you frame out for us, levering up the excess capital with more loans, is that a path that might be considered over the next two or three years relative to where you are on a mix basis? I know you're going to grow your loans, but I'm talking about the mix.",36,True
JPM,2024-Q3,earnings,2024-10-11,38,qa,management,Jamie Dimon,,144,"Absolutely, positively not. Loans are an outcome of doing good business. We want to do good business. If it grows our balance sheet, we're fine.",37,True
JPM,2024-Q3,earnings,2024-10-11,39,qa,management,Jeremy Barnum,,830,"And I do think, Gerard, it depends a lot on what type of loans you're talking about, right? So I think in the end, as Jamie says, like it's capital. We're going to deploy it ideally to grow the franchise organically, and that could include loans that are almost good loans on a stand-alone basis, as well as loans that are part of an overall relationship, what we're getting other revenue as part of that. So it's the same strategy that we've always had, but I wouldn't think of it as like excess capital to be deployed against a particular product. I would think of it as it's there for a rainy day. Let's hope the environment doesn't deteriorate a lot, but if it does, we'll be ready. And there will be opportunities hopefully to deploy it against a client franchise or against a stock. And if not, we'll return it. But not now.",38,True
JPM,2024-Q3,earnings,2024-10-11,40,qa,analyst,Gerard Cassidy,RBC Capital Markets,65,"Very good. Appreciate the color and candor, as always. Thank you.",39,True
JPM,2024-Q3,earnings,2024-10-11,41,qa,operator,Operator,,102,Thank you. Our next question comes from the line of Matt O'Connor with Deutsche Bank. You may proceed.,40,True
JPM,2024-Q3,earnings,2024-10-11,42,qa,analyst,Matt O'Connor,Deutsche Bank,308,"Good morning. So lower rates was supposed to drive a pick-up in loan growth and conversion of some of these investment banking pipelines. Obviously, we just had one cut and it's early. But any beginning signs of this in terms of the interest in borrowing more, and again, conversion of the banking pipelines?",41,True
JPM,2024-Q3,earnings,2024-10-11,43,qa,management,Jeremy Barnum,,1127,"I would say, Matt, generally no, frankly, with a couple of minor exceptions. So I think it's probably fair to say that the outperformance late in the quarter in investment banking fees was to a meaningful degree, as I mentioned, driven by DCM as well as to some degree driven by the acceleration of the closing of some M&A transactions. And I do think that some of that DCM outperformance is in the sort of types of deals that are opportunistic deals that aren't in our pipeline, and those are often driven by treasurers and CFOs sort of seeing improvement in market levels and jumping on those. So it's possible that that's a little bit of a consequence of the cuts. As I think I mentioned we did see, for example, a pick-up in mortgage applications and a tiny bit of pick-up in refi. And our multi-family lending business, there might be some hints of more activity there. But these cuts were very heavily priced. Right? The curve has been inverted for a long time. So to a large degree, this is expected. So it's not obvious to me that you should expect immediate dramatic reactions, and that's not really what we're seeing.",42,True
JPM,2024-Q3,earnings,2024-10-11,44,qa,management,Jamie Dimon,,252,"Yeah. And also in the debt markets, rates came down, spreads are quite low, and markets are wide open. So it kind of makes sense that people are taking advantage of that today. Those conditions may not prevail, be the ongoing conditions late next year.",43,True
JPM,2024-Q3,earnings,2024-10-11,45,qa,analyst,Matt O'Connor,Deutsche Bank,374,"And then specifically in the debit and credit card spend that you guys break out, you had nice growth year-over-year, up 6%, flat quarter-over- quarter, I know there's a lot of seasonality 2Q to 3Q. I think last year, it was up about 1%. But are you seeing any kind of changes in the consumer spend either the mix or some signs of a slowdown later in the quarter? Thank you.",44,True
JPM,2024-Q3,earnings,2024-10-11,46,qa,management,Jeremy Barnum,,1306,"So I think what there is to say about consumer spend is a little bit boring in a sense because what's happened is that it's become normal, so meaning – I mean, I think we're getting to the point where it no longer makes sense to talk about the pandemic, but maybe one last time. One of the things that you had was that heavy rotation into T&E as people did a lot of traveling and they booked cruises that they hadn't done before, and everyone was going out to dinner a lot, whatever. So you had the big spike in T&E, the big rotation into discretionary spending, and that's now normalized. And you would normally think that rotation out of discretionary into nondiscretionary would be a sign of consumers battening down the hatches and getting ready for a much worse environment. But given the levels that it started from, what we see it as is actually like normalization. And inside that data, we're not seeing weakening, for example, in retail spending. So overall, we see the spending patterns as being sort of solid and consistent with the narrative that the consumer is on solid footing and consistent with the strong labor market and the current central case of a kind of no-landing scenario economically. But obviously, as we always point out, that's one scenario and there are many other scenarios.",45,True
JPM,2024-Q3,earnings,2024-10-11,47,qa,analyst,Matt O'Connor,Deutsche Bank,18,Got it. Thank you.,46,True
JPM,2024-Q3,earnings,2024-10-11,48,qa,operator,Operator,,107,Thank you. Our next question comes from the line of Mike Mayo from Wells Fargo Securities. You may proceed.,47,True
JPM,2024-Q3,earnings,2024-10-11,49,qa,analyst,Mike Mayo,Wells Fargo Securities,720,"Hey. Jamie, I think I've seen you comment on government this year more than any other time in your career. And the August 2 op-ed, Washington Post, Davos you're talking about government. I think it was this week or last week on Bloomberg, you're saying bank mergers should be allowed. Your bus tour in August, you were asked, which is my question now, under what circumstances would you leave for government service and your answer then was “I love what I do.” We get it you love what you do. But under what circumstances would you consider government service? It seems like you'd be more likely to go now than in the past just based on the numerous comments that you've made. Is that right, wrong, what's your thinking?",48,True
JPM,2024-Q3,earnings,2024-10-11,50,qa,management,Jamie Dimon,,694,"I think it's wrong. I've always been an American patriot. My country is more important to me than my company, and I think this government is very important to get this – and if you look at the world today, Mike, it is so important that we get things right for the whole geopolitical world. I'm not just talking about the American economy, and we try to participate in policy at the local level, at the state level, at the federal level, at the international level to try to help. That's our job. We try to grow economies and things like that. So nothing has changed in my view, my opinion, or my interest. I just think it's very, very important that we try to help the government do a good job.",49,True
JPM,2024-Q3,earnings,2024-10-11,51,qa,analyst,Mike Mayo,Wells Fargo Securities,106,"So if you were asked by the next administration to serve the country, would you be open to considering it?",50,True
JPM,2024-Q3,earnings,2024-10-11,52,qa,management,Jamie Dimon,,332,"I think the chance of that is almost nil and I probably am not going to do it, but I've always reserved the right. I don't make promise to people. I don't have to. But no, I love what I do. I intend to be doing what I'm doing. I almost guarantee I'll be doing this for a long period of time or at least until the board kicks me out.",51,True
JPM,2024-Q3,earnings,2024-10-11,53,qa,analyst,Mike Mayo,Wells Fargo Securities,786,"Let me take the flip side of that question for those of you who are worried about you leaving. The other side of the question is we were on these calls the last couple of years. You're saying the stock is over-valued, and I think that's what you're saying. You're saying the stock market is over-valued and therefore all stocks are over-valued. And on the one hand, you guys, you highlight on this call AI, tech, market share gains, high returns, high capital. So, do you think in some ways when we think about the value of your price, and your ability to do buybacks, you're thinking more about an old school model for valuing your stock as opposed to a new school model that might put you in the category of more tech-oriented firms, especially as it relates to your progress with AI.",52,True
JPM,2024-Q3,earnings,2024-10-11,54,qa,management,Jamie Dimon,,728,"Listen, you're making a very good point, which is I think we have an exceptional company, exceptional franchises, and the price point at which you might buy the stock. But I'm not that exuberant about thinking even tech valuations or any valuations will stay at these very inflated values. And so I'm just – we're just quite patient in that, and I think you're going to have to judge us over time about whether we're done the right thing to do nothing. And remember, we could always do it. We haven't lost the money. It didn't go away. It's sitting in store. The only time that would be really wrong is if the stock runs way up, we've got to buy at much higher prices. And I just, I would be a real skeptic about that happening.",53,True
JPM,2024-Q3,earnings,2024-10-11,55,qa,operator,Operator,,98,Thank you. Our next question comes from Ebrahim Poonawala from Bank of America. Your line is open.,54,True
JPM,2024-Q3,earnings,2024-10-11,56,qa,analyst,Ebrahim H. Poonawala,Bank of America,479,"Yeah, good morning. I guess just wanted to follow-up. You talked about private credit and the disruption to bank lending. Another area I would appreciate if you can address is we've been hearing a lot about the likes of Jane Street and other market makers potentially disrupting fixed income trading. Is that a real risk? And is there an opportunity for a firm like JPMorgan to actually compete on the private venue side on market making beyond traditional sort of FICC activity?",55,True
JPM,2024-Q3,earnings,2024-10-11,57,qa,management,Jeremy Barnum,,1872,"Yeah, Ebrahim, the way I would frame that is not as a risk but as a reality. We've always emphasized in all of our businesses that we operate in an extremely competitive environment, and that applies to – and that competitive environment isn't limited to competing against banks or traditional financial institutions. It extends in the consumer space to fintechs. And in the market making space, it obviously increasingly is extending to some of the types of firms that you're referring to. Now those firms are, in many cases, also clients. And that's the same type of dynamic that you see, for example, in the private credit space that we've discussed before. So there's no question that the ecosystem is changing. You've got new competitors. You've got changes in market structure, new dynamics. And as with any business, we are innovating and adjusting and making sure that we're prepared to compete in all the traditional ways and all the new ways. Of course, there are some ways in which being a bank hinders our ability to do that. And one of the arguments that we've made going back to the capital and liquidity regulations is that when you come to the impact on the kind of U.S. capital markets ecosystem, which is the end view of the world, its worked well in its current construct for a long time where some activities were inside the regulated perimeter and there was robust participation from unregulated capital of various sorts. And a world where more and more of that activity gets pushed outside of bank market makers is a meaningful change to that structure that is untested, and it's unclear why you would want that. And we've cautioned that if that's the intent of the regulations, it should be intentional and well-studied. But in the meantime, we're going to adjust and compete to the best of our ability given the constraints of the current rule set.",56,True
JPM,2024-Q3,earnings,2024-10-11,58,qa,management,Jamie Dimon,,1315,"The previous answer on the private markets, it remains to be seen how that develops. There is a little bit of that, and some people are talking about making more active things in private markets. In some ways we're well-positioned for that too, because for that you need liquidity, market-making valuation, buyers and sellers on both sides to create liquidity. So that hasn't developed yet, but we may have competition, but we'll be there when the time comes. And the second one is the public markets. You have seen reports about you have deal inventories, both corporate and treasuries. And I do think that's capital. But again, we do it, remember, for clients. So we are large market makers on both sides of the markets for clients in both credit and treasuries, which is a little different than some of the other people just trading for their own account. And so they are both competition from our standpoint, but we're there. We're going to do it. We're can always deploy more capital if we want. And we would even deploy more capital at lower returns if we really had to do that to service clients. So we're very conscious of it. There will be competition both sides. As Jeremy said, we sat here 10 years ago talking about the electronification of the business and can we keep up with that, and so far we have.",57,True
JPM,2024-Q3,earnings,2024-10-11,59,qa,analyst,Ebrahim H. Poonawala,Bank of America,364,"Got it. And just one quick one. And, Jeremy, you, I think, mentioned QT stopping at some point. We saw the repo sort of market spike at the end of September. Give us your perspective on just the risk of market liquidity shock as we move into year-end and do you have a view on how quickly Fed should recalibrate QT or actually stop QT to prevent some loss? Thanks.",58,True
JPM,2024-Q3,earnings,2024-10-11,60,qa,management,Jeremy Barnum,,1363,"Yeah. It's a good question, Ebrahim. But I think you've kind of answered your own question. In other words, like the argument out there is that the repo spike that we saw at the end of this quarter was an indication that maybe the market is approaching that lowest comfortable level of reserves that's been heavily speculated about. And recognizing that that number is probably higher and driven by the evolution of firm's liquidity requirements as opposed to some of the more traditional measures. And side point, it's just another reason why it's important to look at the whole framework holistically when we think about the regulatory response of the events of two springs ago. You don't want those types of spikes and it raises some questions about why there isn't more readiness to deploy into those types of disruptions, albeit this one was relatively minor. But in any case, when you put all that together, it would seem to add some weight to the notion that maybe QT should be wound down and that seems to be increasingly the consensus that that's going to get announced at some point in the fourth quarter. So my only point was if you play that view through, it's a residual headwind for system-wide deposit growth which gets removed. And that's one of the reasons that we feel that we're probably in the trough of our deposit balances at the level of...",59,True
JPM,2024-Q3,earnings,2024-10-11,61,qa,management,Jamie Dimon,,1256,"So I just want to add a couple policy things here. I'm not actually sure they can actually do that, because you have inflationary factors out there, partially driven by QE. And also, look at the volatility. It's not a risk to JPMorgan. It's a risk to the system. And what banks have, I already mentioned the constrained balance sheet a little bit. So the banks will have trillions of dollars of cash and unable to deploy the repo markets. And is it a good policy thing that every time that happens, because you can do it very safely, fully collateralized, all things like that, providing what I call flexible financing in the marketplace, that that happens, the Fed has to step in every time? I think that becomes a policy issue that every time there's some kind of fluctuation in the market, people panic and the Fed has got to step in and provide stuff. And can they always do that if you have a slightly more inflationary environment going forward? So I think you've got to be very thoughtful about this and that's why we do think they should look at calibrating SLR and ECLR and CET1, all of these things, particularly for this. So my view is, it is going to happen again. I can't tell you exactly when, but I'd be surprised if it doesn't happen again.",60,True
JPM,2024-Q3,earnings,2024-10-11,62,qa,analyst,Ebrahim H. Poonawala,Bank of America,23,Got it. Thank you both.,61,True
JPM,2024-Q3,earnings,2024-10-11,63,qa,operator,Operator,,105,Thank you. Our next question comes from the line of Betsy Graseck from Morgan Stanley. Your line is open.,62,True
JPM,2024-Q3,earnings,2024-10-11,64,qa,analyst,Betsy L. Graseck,Morgan Stanley,21,"Oh, hi. Good morning.",63,True
JPM,2024-Q3,earnings,2024-10-11,65,qa,management,Jeremy Barnum,,11,"Hey, Betsy.",64,True
JPM,2024-Q3,earnings,2024-10-11,66,qa,analyst,Betsy L. Graseck,Morgan Stanley,23,Can you hear me? Hello?,65,True
JPM,2024-Q3,earnings,2024-10-11,67,qa,management,Jeremy Barnum,,5,Yeah.,66,True
JPM,2024-Q3,earnings,2024-10-11,68,qa,analyst,Betsy L. Graseck,Morgan Stanley,21,Can you hear me okay?,67,True
JPM,2024-Q3,earnings,2024-10-11,69,qa,management,Jeremy Barnum,,39,Yeah. We can hear you. Can you hear us?,68,True
JPM,2024-Q3,earnings,2024-10-11,70,qa,analyst,Betsy L. Graseck,Morgan Stanley,535,"Oh, yes. Thank you. So one for Jeremy, one for Jamie. Jeremy and Jamie, Sorry about the NII question I'm going to have, but it is more than half your revenue so I kind of care about it. But when I'm thinking about the trough and then the build-up, QT ending, deposit growth, I mean, that's part of the calculation for improvement as we go into 2025. Right? I should embed that outlook. Is that right? And that's embedded in how you're thinking about it. I know we don't have a number for you for NII for 2025 but it is in there. Right?",69,True
JPM,2024-Q3,earnings,2024-10-11,71,qa,management,Jeremy Barnum,,156,"Yeah. In other words, it goes back to my prior point and to the point that I had in the prepared remarks about the consumer deposit balances in particular –",70,True
JPM,2024-Q3,earnings,2024-10-11,72,qa,analyst,Betsy L. Graseck,Morgan Stanley,6,Right.,71,True
JPM,2024-Q3,earnings,2024-10-11,73,qa,management,Jeremy Barnum,,1703,"– that there's lots of different offsetting factors right now, right. You've got the yield curve, you've got Card revolve, you've got balances. And balances have been a headwind. We now see it as neutral and they could potentially become a tailwind later in the year. And one of the potential reasons for that is – one of the potential reasons for that is the potential end of QT, but emphasize the word potential, to Jamie's point. You also obviously have a little bit of the fixed asset, fixed-rate asset reprice dynamics starting to flow through a little bit. While we're on NII, just to annoy Jamie a little bit more, I do want to make a point that I didn't get a chance to make previously, which is there's a reason that we emphasize the implied fourth quarter run rate for the Markets NII in the presentation which is that if you take that and you annualize it, it gives you a launch point run rate, which is significantly higher than what's currently in the consensus and obviously what we've seen this year. And I'll give you the concise version of my usual speech that changes in Markets NII are almost always bottom-line neutral and offset in NIR. But for the purposes of trying to help you guys with your models, I would just encourage you to recognize what that launch point is, the number of cuts that are in the curve, the fact that that number has historically and in the recent past has been quite liability-sensitive, so you can draw your own conclusions about what that should mean. Again, shouldn't change the overall revenue expectation. It's just a balance sheet and income statement geography issue. But just for the sake of helping you tidy up models, I wanted to make that point.",72,True
JPM,2024-Q3,earnings,2024-10-11,74,qa,analyst,Betsy L. Graseck,Morgan Stanley,107,And so Daniel's comments in September were on NII in total or NII ex. Markets? Could you just clarify that?,73,True
JPM,2024-Q3,earnings,2024-10-11,75,qa,management,Jeremy Barnum,,444,"No. Those were core NII or NII ex.. So again, reiterating at the time, the 2024 consensus was $91.5 billion. The 2025 consensus was $90 billion on NII ex. and our point was that that number, which remains an asset-sensitive number, indicated an insufficient amount of sequential decline year-on-year. The current consensus as we see it for NII ex. Markets is $87 billion. And as we've noted, that's closer albeit maybe still a little bit toppy.",74,True
